dre:449990	no KO assigned | (RefSeq) phlda1, zgc:103749; pleckstrin homology-like domain, family A, member 1
dre:767643	K18595 echinoderm microtubule-associated protein-like 1/2 | (RefSeq) eml1, wu:fj01a06, zgc:153105; echinoderm microtubule associated protein like 1
dre:563926	K02633 period circadian protein | (RefSeq) per1a, per1, si:ch211-237l4.4, zC237L4.4; period circadian clock 1a
dre:794045	no KO assigned | (RefSeq) si:dkey-211g8.6
dre:569156	K08826 homeodomain interacting protein kinase [EC:2.7.11.1] | (RefSeq) hipk3b, hm:zeh1150, si:dkey-261h15.1, wu:fd59e05, zeh1150; homeodomain interacting protein kinase 3b
dre:100004382	K10758 thiol oxidase [EC:1.8.3.2] | (RefSeq) qsox1, fk65c10, im:6793551, sb:cb840, si:dkey-39n1.2, wu:fc30g09, wu:fk65c10; quiescin Q6 sulfhydryl oxidase 1
dre:560078	K11486 polycomb-like protein 3 | (RefSeq) phf19, phf13, si:dkeyp-51b7.1; PHD finger protein 19
dre:562114	no KO assigned | (RefSeq) fd44f01, wu:fd44f01; si:ch211-253b8.2
dre:415147	K10087 N-acetylglucosamine-1-phosphate transferase, gamma subunit | (RefSeq) gnptg, wu:fc79g04, zgc:86640; N-acetylglucosamine-1-phosphate transferase, gamma subunit
dre:100135428	no KO assigned | (RefSeq) lrrc9; leucine rich repeat containing 9
dre:368483	K06027 vesicle-fusing ATPase [EC:3.6.4.6] | (RefSeq) nsfa, nsf, si:bz18k17.1, wu:fj33g11; N-ethylmaleimide-sensitive factor a
dre:567599	K17630 Ras GTPase-activating protein 4 | (RefSeq) rasa4, si:dkey-93f15.3; RAS p21 protein activator 4
dre:550267	K10394 kinesin family member 3A | (RefSeq) kif3a, wu:fc55h04, zgc:110284; kinesin family member 3A
dre:777765	K19583 putative glycerol kinase 5 [EC:2.7.1.30] | (RefSeq) gk5, im:7160691, wu:fc06f04, wu:fd15d09, wu:fk85h05, zgc:152983; glycerol kinase 5 (putative)
dre:553238	no KO assigned | (RefSeq) esyt3, FAM62A, im:7153182, si:ch211-219a4.7; extended synaptotagmin-like protein 3
dre:556484	K19036 ATP-dependent RNA/DNA helicase IGHMBP2 [EC:3.6.4.12 3.6.4.13] | (RefSeq) ighmbp2, ighmbp2l, si:ch211-238n5.2, zgc:110400; immunoglobulin mu binding protein 2
dre:569667	K16675 palmitoyltransferase ZDHHC9/14/18 [EC:2.3.1.225] | (RefSeq) zdhhc14, si:ch211-199l3.1; zinc finger, DHHC-type containing 14
dre:561123	no KO assigned | (RefSeq) fam222ba, si:dkey-9e15.1; family with sequence similarity 222, member Ba
dre:557902	K08042 adenylate cyclase 2 [EC:4.6.1.1] | (RefSeq) adcy2b, si:dkey-266i6.1; adenylate cyclase 2b (brain)
dre:570410	K04259 prostaglandin E receptor 2 | (RefSeq) ptger2b, si:ch211-13n20.1, si:dkey-29m11.3, zgc:136608; prostaglandin E receptor 2b (subtype EP2)
dre:568265	K05853 Ca2+ transporting ATPase, sarcoplasmic/endoplasmic reticulum [EC:3.6.3.8] | (RefSeq) atp2a2b, SERCA2, fb51e04, fb80c02, si:dkey-83d9.6, wu:fb51e04, wu:fb80c02, zK83D9.6; ATPase, Ca++ transporting, cardiac muscle, slow twitch 2b
dre:100005291	K20093 DNA excision repair protein ERCC-6-like [EC:3.6.4.12] | (RefSeq) ercc6l, fc22h03, si:ch211-278b8.3, wu:fc22h03; excision repair cross-complementation group 6-like
dre:751668	K12407 glucokinase [EC:2.7.1.2] | (RefSeq) gck, fb57f10, glk, hex4, wu:fb57f10, zgc:153643; glucokinase (hexokinase 4)
dre:100005301	no KO assigned | (RefSeq) jam2b, im:7155552, sc:d0813, si:ch211-160b11.5; junctional adhesion molecule 2b
dre:336681	K07375 tubulin beta | (RefSeq) tubb4b, fa91f09, fb16e09, tubb2, tubb2c, wu:fa91f09, wu:fa92d05, wu:fb16e09, wu:fb97a11; tubulin, beta 4B class IVb
dre:405879	no KO assigned | (RefSeq) wu:fc56c08; zgc:85858
dre:555328	K09501 serpin peptidase inhibitor, clade H, member 1 | (RefSeq) serpinh1a, wu:fa97d12, wu:fc59b06, zgc:171630; serpin peptidase inhibitor, clade H (heat shock protein 47), member 1a
dre:446130	no KO assigned | (RefSeq) zC237L4.6; si:ch211-237l4.6
dre:558894	no KO assigned | (RefSeq) wu:fe25a04, wu:fi43c10, wu:fj94e11, wu:fv36e07, zgc:136274; si:ch211-214j24.10
dre:559426	no KO assigned | (RefSeq) si:dkey-246g23.4
dre:794479	no KO assigned | (RefSeq) col8a2, si:ch211-197n10.4; collagen, type VIII, alpha 2
dre:550446	no KO assigned | (RefSeq) ss18l2, zgc:112097; synovial sarcoma translocation gene on chromosome 18-like 2
dre:100001127	no KO assigned | (RefSeq) si:ch211-283h6.4
dre:792268	K18674 N-acetylgalactosamine kinase [EC:2.7.1.157] | (RefSeq) galk2, wu:fb43h07, zgc:101686; galactokinase 2
dre:359826	no KO assigned | (RefSeq) f9a, f9, zgc:109775; coagulation factor IXa
dre:564498	K11795 nuclear receptor interaction protein | (RefSeq) dcaf6, iqwd1, si:rp71-20i5.1; ddb1 and cul4 associated factor 6
dre:560038	no KO assigned | (RefSeq) si:ch211-282j17.1
dre:561606	K09084 atonal protein 8 | (RefSeq) atoh8, ath6, zgc:158314; atonal bHLH transcription factor 8
dre:565477	no KO assigned | (RefSeq) ccdc125, si:ch211-214j8.8; coiled-coil domain containing 125
dre:323659	no KO assigned | (RefSeq) asph, cb971, fb69e10, fc06d04, fc95a08, wu:fb69e10, wu:fc06d04, wu:fc95a08; aspartate beta-hydroxylase
dre:407612	no KO assigned | (RefSeq) tmem106a, fe49h06, wu:fe49h06; transmembrane protein 106A
dre:323299	K10779 transcriptional regulator ATRX [EC:3.6.4.12] | (RefSeq) atrx, atrxl, wu:fb26e12, wu:fb52h08, wu:fb72g09, wu:fb94e07, zgc:66223; alpha thalassemia/mental retardation syndrome X-linked homolog (human)
dre:564029	K17352 tetraspanin-11 | (RefSeq) tspan11, si:dkey-21h14.7; tetraspanin 11
dre:570437	K01952 phosphoribosylformylglycinamidine synthase [EC:6.3.5.3] | (RefSeq) pfas, fd05a06, si:dkey-183n20.16, wu:fd05a06; phosphoribosylformylglycinamidine synthase
dre:569679	K11986 ubiquitin carboxyl-terminal hydrolase 3 [EC:3.4.19.12] | (RefSeq) usp3, fe50h06, wu:fe50h06; ubiquitin specific peptidase 3
dre:564524	no KO assigned | (RefSeq) chic1, wu:fj33g02; cysteine-rich hydrophobic domain 1
dre:559477	K14782 protein AATF/BFR2 | (RefSeq) aatf, cb109, sb:cb109, wu:fc13d05, zgc:162071; apoptosis antagonizing transcription factor
dre:406353	K03363 cell division cycle 20, cofactor of APC complex | (RefSeq) cdc20, wu:fe49f10, zgc:63536; cell division cycle 20 homolog
dre:565548	no KO assigned | (RefSeq) ankrd34bb, si:ch211-214j8.10; ankyrin repeat domain 34Bb
dre:793087	K13765 regulator of G-protein signaling 9 | (RefSeq) rgs9b, rgs9, zC147H1.2, zgc:73189; regulator of G-protein signaling 9b
dre:569399	no KO assigned | (RefSeq) sh3bp4, si:dkey-57b6.3; SH3-domain binding protein 4
dre:767671	no KO assigned | (RefSeq) ccdc146, si:ch211-276e22.2, zgc:152979; coiled-coil domain containing 146
dre:567437	no KO assigned | (RefSeq) si:dkey-106c17.2
dre:100034507	K02091 cyclin-dependent kinase 6 [EC:2.7.11.22] | (RefSeq) cdk6, si:ch211-234f14.1; cyclin-dependent kinase 6
dre:334550	K08271 STE20-related kinase adapter protein alpha | (RefSeq) strada, fj99g05, wu:fj99g05, zgc:56109; ste20-related kinase adaptor alpha
dre:553331	K10692 ligand of Numb protein X 1/2 [EC:2.3.2.27] | (RefSeq) lnx2a, lnx2; ligand of numb-protein X 2a
dre:282615	K11654 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 [EC:3.6.4.-] | (RefSeq) smarca5, chunp6878, fb26d12, fb49g04, im:7146484, wu:fb26d12, wu:fb49g04, zgc:158434; SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5
dre:100003547	K20637 Rho GTPase-activating protein 15 | (RefSeq) arhgap15, si:ch211-69n2.2; Rho GTPase activating protein 15
dre:325484	K08514 vesicle-associated membrane protein 5 | (RefSeq) vamp5, fc83b05, si:dkeyp-86b9.2, wu:fc83b05; vesicle-associated membrane protein 5
dre:492511	K11092 U2 small nuclear ribonucleoprotein A' | (RefSeq) snrpa1, im:7142962, zgc:101832; small nuclear ribonucleoprotein polypeptide A'
dre:494052	no KO assigned | (RefSeq) gcga, gcg, glu, zgc:103616; glucagon a
dre:100000223	K01301 N-acetylated-alpha-linked acidic dipeptidase [EC:3.4.17.21] | (RefSeq) naaladl1; si:ch211-214j8.1
dre:569530	no KO assigned | (RefSeq) ensaa, ensa, si:dkeyp-24a7.3; endosulfine alpha a
dre:561487	K17590 cell division cycle-associated protein 2 | (RefSeq) fc32e05, wu:fc32e05, wu:fi04h07; si:ch211-244o22.2
dre:407707	K11113 telomeric repeat-binding factor 2-interacting protein 1 | (RefSeq) terf2ip; telomeric repeat binding factor 2, interacting protein
dre:569216	no KO assigned | (RefSeq) lrp11, si:dkey-181i3.7, wu:fj36e03; low density lipoprotein receptor-related protein 11
dre:569884	no KO assigned | (RefSeq) si:ch211-10j20.3; si:dkey-217m5.8
dre:321224	K00844 hexokinase [EC:2.7.1.1] | (RefSeq) hkdc1, cb370, sb:cb370; hexokinase domain containing 1
dre:555304	K13168 splicing factor, arginine/serine-rich 16 | (RefSeq) clasrp, si:dkey-7l12.4, zgc:153344; CLK4-associating serine/arginine rich protein
dre:564324	K16758 coiled-coil domain-containing protein 85B | (RefSeq) ccdc85b, sb:eu432, si:ch211-145o7.5; coiled-coil domain containing 85B
dre:560444	no KO assigned | (RefSeq) rnf10, si:ch211-15b7.3, wu:fc22g07; ring finger protein 10
dre:568372	K10479 BTB/POZ domain-containing protein 7 | (RefSeq) btbd7, si:dkeyp-55f12.1, wu:fd08g07; BTB (POZ) domain containing 7
dre:562381	K09268 transcription factor SOX4/11/12 (SOX group C) | (RefSeq) sox12, si:dkey-76p14.4, zK76P14.4; SRY (sex determining region Y)-box 12
dre:563942	K06062 histone acetyltransferase [EC:2.3.1.48] | (RefSeq) kat2b, pcaf, si:ch211-1j13.2, zgc:161980; K(lysine) acetyltransferase 2B
dre:567457	no KO assigned | (RefSeq) skor1b, lbxcor1, si:dkey-246a16.3, skor1; SKI family transcriptional corepressor 1b
dre:402868	K00275 pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5] | (RefSeq) pnpo, im:7138360; pyridoxamine 5'-phosphate oxidase
dre:80371	K04257 olfactory receptor | (RefSeq) or103-5, olfr13.3, or13.3, or8c; odorant receptor, family C, subfamily 103, member 5
dre:553415	K07868 Rho-related BTB domain-containing protein 1/2 | (RefSeq) rhobtb2a; Rho-related BTB domain containing 2a
dre:797046	no KO assigned | (RefSeq) sh2d1aa, si:dkey-13n15.6; SH2 domain containing 1A duplicate a
dre:568430	K04243 G protein-coupled receptor 37 (endothelin receptor type B-like) | (RefSeq) gpr37b, si:dkey-3n7.1; G protein-coupled receptor 37b
dre:561255	no KO assigned | (RefSeq) si:dkey-83f18.5
dre:561776	K20028 palmitoyltransferase ZDHHC2/15/20 [EC:2.3.1.225] | (RefSeq) zdhhc20a, zgc:162723; zinc finger, DHHC-type containing 20a
dre:100007184	no KO assigned | (RefSeq) nog5; noggin 5
dre:568744	K00799 glutathione S-transferase [EC:2.5.1.18] | (RefSeq) gstm.3, gstm3, im:6897516; glutathione S-transferase mu tandem duplicate 3
dre:393864	K00763 nicotinate phosphoribosyltransferase [EC:6.3.4.21] | (RefSeq) naprt, naprt1, zgc:77870; nicotinate phosphoribosyltransferase
dre:102467221	no KO assigned | (RefSeq) mhc1zha, mhc1zba; major histocompatibility complex class I ZHA
dre:569665	K17539 serine/threonine-protein kinase PDIK1L [EC:2.7.11.1] | (RefSeq) pdik1l, wu:fc95a02, zgc:123209; PDLIM1 interacting kinase 1 like
dre:751756	K07899 Ras-related protein Rab-9A | (RefSeq) rab9a, im:6903224, zgc:153391; RAB9A, member RAS oncogene family
dre:387600	K12867 pre-mRNA-splicing factor SYF1 | (RefSeq) xab2, zgc:63498, zgc:63949; XPA binding protein 2
dre:562651	no KO assigned | (RefSeq) nmt1b, si:dkeyp-94b4.2; N-myristoyltransferase 1b
dre:791453	no KO assigned | (RefSeq) mhc1zba, hlazel, zgc:64115; major histocompatibility complex class I ZBA
dre:569908	no KO assigned | (RefSeq) elmsan1a, si:dkey-12h9.13; ELM2 and Myb/SANT-like domain containing 1a
dre:558213	K15690 RING finger and CCCH-type zinc finger domain-containing protein | (RefSeq) rc3h1b, si:dkey-60b12.1; ring finger and CCCH-type domains 1b
dre:394018	K12826 splicing factor 3A subunit 2 | (RefSeq) sf3a2, zgc:56097, zgc:77448; splicing factor 3a, subunit 2
dre:556338	no KO assigned | (RefSeq) tbc1d25, im:7137114, si:dkeyp-22b2.2; TBC1 domain family, member 25
dre:565483	no KO assigned | (RefSeq) zgc:195277; zgc:195245
dre:100038788	no KO assigned | (RefSeq) ssuh2.4, zgc:162724; ssu-2 homolog, tandem duplicate 4
dre:555217	K10498 zinc finger and BTB domain-containing protein 11 | (RefSeq) zbtb11, ZNF-U69274, fc06h02, si:dkey-98p3.1, si:dkeyp-116g9.2, wu:fc06h02, wu:fe36e08; zinc finger and BTB domain containing 11
dre:568595	no KO assigned | (RefSeq) ribc2, im:7139664, zgc:171573; RIB43A domain with coiled-coils 2
dre:570027	no KO assigned | (RefSeq) nrm, si:dkey-263h23.2; nurim (nuclear envelope membrane protein
dre:436733	K07432 beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.141] | (RefSeq) zgc:92907
dre:406267	no KO assigned | (RefSeq) hnrnpk, hnrpk, wu:fb37h02, wu:fi34c04, zgc:66162; heterogeneous nuclear ribonucleoprotein K
dre:436945	K12402 AP-4 complex subunit mu-1 | (RefSeq) ap4m1, si:ch211-237l4.1, zgc:91931; adaptor-related protein complex 4, mu 1 subunit
dre:568579	K10337 ankyrin repeat and SOCS box protein 15 | (RefSeq) asb15b, si:dkey-3n7.3; ankyrin repeat and SOCS box containing 15b
dre:567022	no KO assigned | (RefSeq) zzz3, si:ch211-284g18.3, wu:fj98c02; zinc finger, ZZ-type containing 3
dre:568554	K04936 potassium large conductance calcium-activated channel subfamily M alpha member 1 | (RefSeq) kcnma1a, kcnma1, si:ch211-39f22.2; potassium large conductance calcium-activated channel, subfamily M, alpha member 1a
dre:555950	K18422 helicase MOV-10 [EC:3.6.4.13] | (RefSeq) mov10b.2, mov10b, si:dkeyp-38g6.3; Moloney leukemia virus 10b, tandem duplicate 2
dre:558885	K08588 ubiquitin carboxyl-terminal hydrolase BAP1 [EC:3.4.19.12] | (RefSeq) bap1, si:dkey-42i9.9; BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)
dre:793325	no KO assigned | (RefSeq) v2rh7, si:ch211-127a20.6; vomeronasal 2 receptor, h7
dre:557830	no KO assigned | (RefSeq) si:dkey-284p5.3
dre:553336	K19582 lipid phosphate phosphatase-related protein type 3/4 | (RefSeq) plppr3a, lppr3a, si:dkey-57i11.1, wu:fj45h08; phospholipid phosphatase related 3a
dre:402824	no KO assigned | (RefSeq) sdpra, sdpr, si:dkey-191g15.1; serum deprivation response a
dre:553267	no KO assigned | (RefSeq) elmod2; ELMO/CED-12 domain containing 2
dre:30222	K04503 cyclin D1 | (RefSeq) ccnd1, cb161, cycd1, etID37810.7, fb52e01, fc45c08, fc83a12, id:ibd1198, wu:fb52e01, wu:fc45c08, wu:fc83a12; cyclin D1
dre:406404	K00944 nucleoside-triphosphate--adenylate kinase [EC:2.7.4.10] | (RefSeq) ak3, ak3l1, id:ibd3034, sb:cb845, wu:fa02c11, wu:fc20h08, zgc:64135; adenylate kinase 3
dre:777737	no KO assigned | (RefSeq) clstn1, fm67g03, wu:fk52g02, wu:fm67g03, zgc:153744, zgc:56528; calsyntenin 1
dre:30765	no KO assigned | (RefSeq) prtfdc1, HPRT, hprt1, hprt1l, zgc:55561, zgc:86771; phosphoribosyl transferase domain containing 1
dre:568615	K14026 SEL1 protein | (RefSeq) sel1l, fj60e07, si:dkey-177p2.3, wu:fj60e07, zgc:56075; sel-1 suppressor of lin-12-like (C. elegans)
dre:567168	K06671 cohesin complex subunit SA-1/2 | (RefSeq) stag2a, si:dkeyp-20g2.6, wu:fc39a01; stromal antigen 2a
dre:563589	K14156 choline/ethanolamine kinase [EC:2.7.1.32 2.7.1.82] | (RefSeq) chkb, fc21g05, si:ch211-218c17.2, wu:fc21g05; choline kinase beta
dre:559505	no KO assigned | (RefSeq) myt1la, si:dkey-260n20.1; myelin transcription factor 1-like, a
dre:553330	K12385 Niemann-Pick C1 protein | (RefSeq) npc1, im:7149020, wu:fb53a12, wu:fc29a12; Niemann-Pick disease, type C1
dre:140617	K07877 Ras-related protein Rab-2A | (RefSeq) rab2a, cb75, fb57e06, rab2, wu:fb57e06; RAB2A, member RAS oncogene family
dre:407640	K00344 NADPH2:quinone reductase [EC:1.6.5.5] | (RefSeq) cryz, wu:fq09a05, zgc:110776; crystallin, zeta (quinone reductase)
dre:334911	K11248 endophilin-B1 | (RefSeq) sh3glb1b, im:5777505, sh3glb1, wu:fa08f03, wu:fb13e12; SH3-domain GRB2-like endophilin B1b
dre:561202	no KO assigned | (RefSeq) fb58c05, fd36a04, wu:fb58c05, wu:fd36a04; si:ch73-127m5.2
dre:767710	no KO assigned | (RefSeq) mief2, im:7149098, smcr7, smcr7b, zgc:152920; mitochondrial elongation factor 2
dre:555595	no KO assigned | (RefSeq) fam214a, si:dkey-266j9.3; family with sequence similarity 214, member A
dre:562949	K12476 EH domain-containing protein 3 | (RefSeq) ehd3, si:ch211-147c1.2; EH-domain containing 3
dre:799312	no KO assigned | (RefSeq) iqcc, si:dkey-71p21.11; IQ motif containing C
dre:393370	K14801 pre-rRNA-processing protein TSR4 | (RefSeq) pdcd2, zgc:63685; programmed cell death 2
dre:565876	K00488 cholestanetriol 26-monooxygenase [EC:1.14.15.15] | (RefSeq) si:dkey-91i10.3
dre:557340	no KO assigned | (RefSeq) atxn1a, atxn1b, si:ch211-125a6.1; ataxin 1a
dre:436784	K19952 guanine nucleotide exchange factor | (RefSeq) rabif, wu:fc54e04, zgc:92821; RAB interacting factor
dre:335159	K15013 long-chain-fatty-acid--CoA ligase ACSBG [EC:6.2.1.3] | (RefSeq) acsbg2, fk81d02, im:7046047, sb:cb76, si:dkey-240a9.3, wu:fj55d04, wu:fk81d02; acyl-CoA synthetase bubblegum family member 2
dre:394009	K00797 spermidine synthase [EC:2.5.1.16] | (RefSeq) srm, id:ibd1177, wu:fa18b03, zgc:63600; spermidine synthase
dre:563309	no KO assigned | (RefSeq) si:ch211-220d9.3
dre:100001285	K11664 vacuolar protein sorting-associated protein 72 | (RefSeq) vps72, si:dkeyp-24a7.1; vacuolar protein sorting 72 homolog (S. cerevisiae)
dre:561047	no KO assigned | (RefSeq) and3, si:ch211-237l4.2, zC237L4.2; actinodin3
dre:564475	K07439 24-hydroxycholesterol 7alpha-hydroxylase [EC:1.14.14.26] | (RefSeq) cyp39a1, fj40e09, si:dkey-69h9.1, wu:fj40e09; cytochrome P450, family 39, subfamily A, polypeptide 1
dre:796505	K17820 ATP-dependent RNA helicase DHX33 [EC:3.6.4.13] | (RefSeq) dhx33, si:ch211-160e1.10; DEAH (Asp-Glu-Ala-His) box polypeptide 33
dre:558400	no KO assigned | (RefSeq) si:ch211-51h9.7
dre:321449	K06827 connective tissue growth factor | (RefSeq) ctgfa, ctgf, hm:zeh1559, si:dkey-266k12.4, wu:fl25c03, zgc:136644; connective tissue growth factor a
dre:100137126	no KO assigned | (RefSeq) si:dkey-10f21.4
dre:555775	no KO assigned | (RefSeq) fi23g04, ginm1, wu:fi23g04; si:dkey-15j16.2
dre:100006826	no KO assigned | (RefSeq) aste1, si:dkey-11p23.5; asteroid homolog 1 (Drosophila)
dre:100151549	no KO assigned | (RefSeq) si:ch211-272h9.3
dre:407664	no KO assigned | (RefSeq) hbegfb, hbegf, zgc:165443; heparin-binding EGF-like growth factor b
dre:100002086	no KO assigned | (RefSeq) tmem175, si:ch211-168m18.2; transmembrane protein 175
dre:566872	K00109 2-hydroxyglutarate dehydrogenase [EC:1.1.99.2] | (RefSeq) l2hgdh, si:ch211-67f24.10; L-2-hydroxyglutarate dehydrogenase
dre:564909	no KO assigned | (RefSeq) hpcal4, si:ch211-215a10.5; hippocalcin like 4
dre:559352	K14821 bud site selection protein 20 | (RefSeq) znf593, zgc:73396; zinc finger protein 593
dre:415107	K21108 blood vessel epicardial substance | (RefSeq) bves, pop1, popdc1, zgc:86887; blood vessel epicardial substance
dre:558237	K19901 disabled homolog 2-interacting protein | (RefSeq) dab2ipb, dab2ip, wu:fc08b07, wu:fk62h05; DAB2 interacting protein b
dre:565190	no KO assigned | (RefSeq) si:ch211-253h3.1
dre:565917	no KO assigned | (RefSeq) tsnaxip1, wu:fc26b06, zgc:162756; translin-associated factor X interacting protein 1
dre:100144568	no KO assigned | (RefSeq) si:dkey-3h3.3
dre:567699	no KO assigned | (RefSeq) si:ch211-151h10.2
dre:565661	no KO assigned | (RefSeq) si:dkey-266f7.4
dre:337730	no KO assigned | (RefSeq) capn8, CH73-80N6.2, hm:zehn1036, si:ch73-80n6.2, zgc:112467; calpain 8
dre:117604	K16198 14-3-3 protein gamma/eta | (RefSeq) ywhag1, cb47, fd20c02, wu:fd20c02, wu:fj53d01, ywhag, zgc:73131; 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide 1
dre:403039	no KO assigned | (RefSeq) igfbp5b, igfbp5, igfbp5a; insulin-like growth factor binding protein 5b
dre:100005675	K05208 glutamate receptor ionotropic, NMDA 1 | (RefSeq) grin1b, NMDAR1.2, si:rp71-1o1.1; glutamate receptor, ionotropic, N-methyl D-aspartate 1b
dre:572261	K06521 semaphorin 4 | (RefSeq) sema4ba, si:ch211-138h3.1; sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4Ba
dre:565062	no KO assigned | (RefSeq) tor1, im:7165310, si:ch73-178d14.1; torsin family 1
dre:336923	K15156 mediator of RNA polymerase II transcription subunit 14 | (RefSeq) med14, EXLM1, crsp150, crsp2, trap170, wu:fd21c05, wu:fk28h11; mediator complex subunit 14
dre:324486	K03128 transcription initiation factor TFIID subunit 2 | (RefSeq) taf2, TAFII-150, TAFII150, fc30f02, fc56a05, wu:fc30f02, wu:fc56a05; TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor
