dre:449990	phlda1, zgc:103749; pleckstrin homology-like domain, family A, member 1
dre:556764	probable ATP-dependent RNA helicase DDX17; K13178 ATP-dependent RNA helicase DDX17 [EC:3.6.4.13]
dre:103911208	WD repeat-containing protein 87-like
dre:101883730	uncharacterized LOC101883730
dre:103911209	gelsolin-related protein of 125 kDa-like
dre:101883873	uncharacterized LOC101883873
dre:103908713	gelsolin-related protein of 125 kDa-like
dre:798495	gelsolin-related protein of 125 kDa-like
dre:103911210	uncharacterized LOC103911210
dre:101883911	beta-1,3-galactosyltransferase 4-like
dre:103911211	DNA topoisomerase 1-like
dre:103911212	uncharacterized LOC103911212
dre:103911213	uncharacterized LOC103911213
dre:100536291	putative nuclease HARBI1
dre:100321644	si:ch211-174j14.2
dre:103911214	uncharacterized LOC103911214
dre:103911215	uncharacterized LOC103911215
dre:101884440	uncharacterized LOC101884440
dre:103911216	uncharacterized LOC103911216
dre:101884398	uncharacterized LOC101884398
dre:101884325	uncharacterized LOC101884325
dre:101884207	uncharacterized LOC101884207
dre:101884160	uncharacterized LOC101884160
dre:562426	uncharacterized LOC562426
dre:100008174	uncharacterized LOC100008174
dre:103911217	uncharacterized LOC103911217
dre:101884559	uncharacterized LOC101884559
dre:101884480	uncharacterized LOC101884480
dre:103911218	uncharacterized LOC103911218
dre:101884741	uncharacterized LOC101884741
dre:103911219	uncharacterized LOC103911219
dre:103911220	uncharacterized LOC103911220
dre:101884887	uncharacterized LOC101884887
dre:101884951	uncharacterized LOC101884951
dre:101884980	uncharacterized LOC101884980
dre:101885173	uncharacterized LOC101885173
dre:101885126	uncharacterized LOC101885126
dre:101885085	uncharacterized LOC101885085
dre:103911221	uncharacterized LOC103911221
dre:100148170	uncharacterized LOC100148170
dre:101885417	uncharacterized LOC101885417
dre:100334893	col18a1; collagen, type XVIII, alpha 1
dre:103911222	uncharacterized LOC103911222
dre:103911223	golgin subfamily A member 6-like protein 22
dre:101885823	uncharacterized LOC101885823
dre:101885889	uncharacterized LOC101885889
dre:103911224	uncharacterized LOC103911224
dre:100333180	si:dkey-237i9.8
dre:103911227	uncharacterized LOC103911227
dre:568689	card14; caspase recruitment domain family, member 14
dre:103911228	uncharacterized LOC103911228
dre:100535578	si:dkey-10p5.10
dre:101882927	rnf135; ring finger protein 135
dre:100149391	trinucleotide repeat-containing gene 6C protein-like; K18412 trinucleotide repeat-containing gene 6 protein
dre:100034480	si:ch211-188c18.1
dre:100334083	sumo2a, si:ch211-108p22.3; small ubiquitin-like modifier 2a
dre:353181	mchr1a, gpr24a; melanin-concentrating hormone receptor 1a; K04320 melanin-concentrating hormone receptor 1
dre:323588	pik3r5, fc03h05, si:ch73-203d16.1, wu:fc03h05; phosphoinositide-3-kinase, regulatory subunit 5; K02649 phosphoinositide-3-kinase, regulatory subunit
dre:100535835	SEC14-like protein 1
dre:799796	uncharacterized LOC799796
dre:100007492	pik3r6; phosphoinositide-3-kinase, regulatory subunit 6
dre:100331581	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12-like; K04347 guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12
dre:553356	sec16b, im:7147241, si:dkey-44g17.5; SEC16 homolog B, endoplasmic reticulum export factor
dre:101886793	znf648, si:dkey-44g17.4; zinc finger protein 648
dre:100331788	si:ch73-389b16.1
dre:550304	im:7156494; si:ch73-389b16.2
dre:101882263	uncharacterized LOC101882263
dre:101882322	uncharacterized LOC101882322
dre:100331720	uncharacterized LOC100331720
dre:101882369	uncharacterized LOC101882369
dre:103911231	exosome complex exonuclease RRP44-like
dre:100331939	ephx4; epoxide hydrolase 4
dre:101882957	myb-related transcription factor, partner of profilin-like
dre:100537559	znf644; zinc finger protein 644
dre:103911232	uncharacterized LOC103911232
dre:571216	lrrc8c, fc22f12, wu:fc22f12; leucine rich repeat containing 8 family, member C
dre:571201	si:ch73-97h19.2
dre:100332215	kynurenine--oxoglutarate transaminase 3-like; K00816 kynurenine---oxoglutarate transaminase / cysteine-S-conjugate beta-lyase / glutamine---phenylpyruvate transaminase [EC:2.6.1.7 4.4.1.13 2.6.1.64]
dre:103911233	kynurenine--oxoglutarate transaminase 3-like
dre:101886305	si:ch211-180m24.1
dre:567074	si:ch211-180m24.3
dre:103911234	uncharacterized LOC103911234
dre:103911235	uncharacterized LOC103911235
dre:100151174	heparan sulfate 2-O-sulfotransferase 1; K02513 heparan sulfate 2-O-sulfotransferase HS2ST1 [EC:2.8.2.-]
dre:103911236	uncharacterized LOC103911236
dre:103911237	uncharacterized LOC103911237
dre:101884479	ephexin-1-like
dre:567490	farp2, wu:fc23d05, wu:fp25d09; FERM, RhoGEF and pleckstrin domain protein 2; K06082 FERM, RhoGEF and pleckstrin domain protein 2
dre:100330443	kif1aa, kif1a; kinesin family member 1Aa; K10392 kinesin family member 1
dre:100536888	espnla, espnl, si:ch211-67l8.4; espin-like a
dre:559694	klhl30; kelch-like family member 30; K10466 kelch-like protein 30
dre:101885282	crocc2, si:ch211-95g8.1; ciliary rootlet coiled-coil, rootletin family member 2; K16469 rootletin
dre:100001751	sned1; sushi, nidogen and EGF-like domains 1
dre:101885415	uncharacterized LOC101885415
dre:559250	im:7152348
dre:558959	si:ch73-194h10.2
dre:100331841	gpr17, si:ch73-194h10.4; G protein-coupled receptor 17; K08404 G protein-coupled receptor 17
dre:100526815	si:ch73-194h10.3
dre:559103	inpp5d; inositol polyphosphate-5-phosphatase, 145kDa; K03084 phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 1 [EC:3.1.3.86]
dre:100331917	si:ch73-14h10.2
dre:101885887	uncharacterized LOC101885887
dre:560357	gb:ex154042; expressed sequence EX154042
dre:103908735	uncharacterized LOC103908735
dre:101886035	uncharacterized LOC101886035
dre:553306	evi5b, evi5, im:7145726, zgc:123024; ecotropic viral integration site 5b
dre:797682	fam69ab, si:dkeyp-116g9.3; family with sequence similarity 69, member Ab
dre:557719	tmem131; transmembrane protein 131
dre:557789	mrpl47; mitochondrial ribosomal protein L47; K17428 large subunit ribosomal protein L47
dre:557009	pex5la, si:dkey-149g8.1; peroxisomal biogenesis factor 5-like a; K13342 peroxin-5
dre:101886554	uncharacterized LOC101886554
dre:103911238	uncharacterized LOC103911238
dre:100536449	uncharacterized LOC100536449
dre:103911239	uncharacterized LOC103911239
dre:103911240	uncharacterized LOC103911240
dre:565942	mfi2, im:7143617; antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5; K06569 melanoma-associated antigen p97
dre:566023	lrrc7; leucine rich repeat containing 7
dre:103911241	kynurenine--oxoglutarate transaminase 3-like
dre:101882153	uncharacterized LOC101882153
dre:101885921	uncharacterized LOC101885921
dre:103911242	tumor protein 63-like
dre:568833	claudin-1
dre:497576	ttc22, im:7147629; tetratricopeptide repeat domain 22
dre:566542	sgip1a, sgip1, si:dkey-218b7.7; SH3-domain GRB2-like (endophilin) interacting protein 1a
dre:565706	pde4ba, pde4b, wu:fj87g04; phosphodiesterase 4B, cAMP-specific a; K13293 cAMP-specific phosphodiesterase 4 [EC:3.1.4.53]
dre:796345	dnajc6; DnaJ (Hsp40) homolog, subfamily C, member 6; K09526 DnaJ homolog subfamily C member 6
dre:103911246	uncharacterized LOC103911246
dre:797613	raver2; ribonucleoprotein, PTB-binding 2
dre:794807	cachd1; cache domain containing 1
dre:568282	ror1, fi34e02, si:dkey-209n16.1, wu:fi34e02; receptor tyrosine kinase-like orphan receptor 1; K05122 receptor tyrosine kinase-like orphan receptor 1 [EC:2.7.10.1]
dre:103911247	uncharacterized LOC103911247
dre:103911248	uncharacterized LOC103911248
dre:568817	dock7, im:7145816, im:7157388, wu:fb93h07; dedicator of cytokinesis 7
dre:101884737	kank4, si:ch211-90h23.1; KN motif and ankyrin repeat domains 4
dre:103911249	uncharacterized LOC103911249
dre:103911250	uncharacterized LOC103911250
dre:561182	zc3h3, fj68a07, wu:fj68a07; zinc finger CCCH-type containing 3
dre:561108	cyldl, si:dkey-46i24.1; cylindromatosis (turban tumor syndrome), like; K08601 ubiquitin thioesterase CYLD [EC:3.4.19.12]
dre:792410	ghrhrb, si:dkey-46i24.3; growth hormone releasing hormone receptor b
dre:555473	adcyap1r1b, adcyap1r1, si:dkey-46i24.4; adenylate cyclase activating polypeptide 1b (pituitary) receptor type I; K04587 pituitary adenylate cyclase-activating polypeptide type I receptor
dre:100001756	si:dkey-170g13.2
dre:103911252	uncharacterized LOC103911252
dre:100001267	mast2, im:7150634; microtubule associated serine/threonine kinase 2; K08789 microtubule-associated serine/threonine kinase [EC:2.7.11.1]
dre:799876	gpbp1l1, wu:fc48e01, wu:fc88g04, wu:fi81c05; GC-rich promoter binding protein 1-like 1
dre:100001132	ccdc17; coiled-coil domain containing 17
dre:30746	tie1, tie-1; endothelium-specific receptor tyrosine kinase 1; K05120 tyrosine kinase receptor 1 [EC:2.7.10.1]
dre:794764	si:ch73-185c24.2
dre:100005879	tmem125; transmembrane protein 125
dre:792834	fam183a; family with sequence similarity 183, member A
dre:103911253	uncharacterized LOC103911253
dre:101883387	tspan1; tetraspanin 1
dre:101883997	uncharacterized LOC101883997
dre:103908727	uncharacterized LOC103908727
dre:101883640	uncharacterized LOC101883640
dre:556380	ddr2a; discoidin domain receptor tyrosine kinase 2a; K05125 discoidin domain receptor family member 2 [EC:2.7.10.1]
dre:103911254	uncharacterized LOC103911254
dre:553539	nos1apa, Capon, nos1ap; nitric oxide synthase 1 (neuronal) adaptor protein a; K16513 carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein
dre:101884843	uncharacterized LOC101884843
dre:103911256	uncharacterized LOC103911256
dre:101884902	uncharacterized LOC101884902
dre:101884994	uncharacterized LOC101884994
dre:101885170	uncharacterized LOC101885170
dre:100148308	lnp1; si:ch73-29l19.1
dre:100334940	traf3ip2l; TRAF3 interacting protein 2-like
dre:100000544	ptger3; prostaglandin E receptor 3 (subtype EP3); K04260 prostaglandin E receptor 3
dre:103911257	uncharacterized LOC103911257
dre:563225	gtpbp6, wu:fc56b07, wu:fl82e09; GTP binding protein 6 (putative)
dre:101885746	si:dkey-66a8.7
dre:563489	plcxd1, si:ch211-273l18.3; phosphatidylinositol-specific phospholipase C, X domain containing 1
dre:103911258	uncharacterized LOC103911258
dre:563748	chst7, si:dkey-62e6.5; carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 7; K04743 chondroitin 6-sulfotransferase 7 [EC:2.8.2.17]
dre:101886037	fndc9; fibronectin type III domain containing 9
dre:100537875	E3 ubiquitin-protein ligase HERC2-like
dre:567419	oca2; oculocutaneous albinism II
dre:567057	gabrg3; gamma-aminobutyric acid (GABA) A receptor, gamma 3; K05186 gmma-aminobutyric acid receptor subunit gamma
dre:566922	gabrb3; gamma-aminobutyric acid (GABA) A receptor, beta 3; K05181 gamma-aminobutyric acid receptor subunit beta
dre:799124	gabra5, si:dkey-93p24.1; gamma-aminobutyric acid (GABA) A receptor, alpha 5; K05175 gamma-aminobutyric acid receptor subunit alpha
dre:567172	atp10a; ATPase, class V, type 10A; K01530 phospholipid-translocating ATPase [EC:3.6.3.1]
dre:100000205	GTPase, IMAP family member
dre:567242	cnga3a; cyclic nucleotide gated channel alpha 3a; K04950 cyclic nucleotide gated channel alpha 3
dre:792596	hdac7b, hdac7, si:ch211-4c18.2; histone deacetylase 7b; K11408 histone deacetylase 7 [EC:3.5.1.98]
dre:565809	tns2b, fc15a01, si:ch211-71p22.1, tenc1b, wu:fc15a01; tensin 2b; K18080 tensin
dre:335152	prss60.3, fk80d04, si:dkeyp-41g9.6, wu:fk80d04; protease, serine, 60.3
dre:793418	apof, sb:cb1035; apolipoprotein F
dre:793635	b4galnt1b, si:dkey-195m11.9; beta-1,4-N-acetyl-galactosaminyl transferase 1b; K00725 (N-Acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase [EC:2.4.1.92]
dre:569561	arhgef25b, im:7156160; Rho guanine nucleotide exchange factor (GEF) 25b
dre:569518	ankrd33ab; ankyrin repeat domain 33Ab
dre:794066	si:dkey-195m11.11
dre:324372	wu:fc26h06, wu:fc31e09, wu:fc58e01; si:dkey-195m11.8
dre:569046	si:ch211-173n18.4
dre:569089	si:ch211-173n18.3
dre:103911260	uncharacterized LOC103911260
dre:568954	dip2bb, si:ch73-187p21.2; disco-interacting protein 2 homolog Bb
dre:797114	uncharacterized LOC797114
dre:568283	larp4ab; La ribonucleoprotein domain family, member 4Ab; K18763 la-related protein 4
dre:797406	espl1, cds, espl1,, mp:zf637-3-001691, wu:fl55e11; extra spindle pole bodies like 1, separase; K02365 separase [EC:3.4.22.49]
dre:797491	itgb7; integrin, beta 7
dre:567540	complement C1q-like protein 4
dre:567476	smarcc2; SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2; K11649 SWI/SNF related-matrix-associated actin-dependent regulator of chromatin subfamily C
dre:567611	itpr1a; inositol 1,4,5-trisphosphate receptor, type 1a; K04958 inositol 1,4,5-triphosphate receptor type 1
dre:101883484	uncharacterized LOC101883484
dre:101883560	uncharacterized LOC101883560
dre:100149486	si:dkey-197j19.6
dre:101883682	si:dkey-197j19.5
dre:103911261	uncharacterized LOC103911261
dre:100332423	probable G-protein coupled receptor 22
dre:100332562	col7a1; collagen, type VII, alpha 1; K16628 collagen, type VII, alpha
dre:101883872	uncharacterized LOC101883872
dre:557494	slc4a8, si:dkey-28n18.8; solute carrier family 4, sodium bicarbonate cotransporter, member 8; K13859 solute carrier family 4 (sodium bicarbonate cotransporter), member 8
dre:557582	si:dkey-28n18.9
dre:101884144	fgd5; FYVE, RhoGEF and PH domain containing 5
dre:101884206	uncharacterized LOC101884206
dre:558551	fd16d01, wu:fd16d01, wu:fi75h08; si:ch73-15b2.5
dre:100330147	frs3, si:dkey-177p8.1; fibroblast growth factor receptor substrate 3
dre:799473	rereb; arginine-glutamic acid dipeptide (RE) repeats b
dre:101882926	RING finger protein 223-like
dre:559239	c6h1orf159; chromosome 6 open reading frame, human C1orf159
dre:559302	ccdc36; coiled-coil domain containing 36
dre:799930	p4htm, si:ch211-157b11.10; prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum); K06711 hypoxia-inducible factor prolyl 4-hydroxylase [EC:1.14.11.-]
dre:100002040	myhb; myosin, heavy chain b; K10352 myosin heavy chain
dre:101884863	si:ch211-157b11.8
dre:559807	mustn1a; musculoskeletal, embryonic nuclear protein 1a
dre:559873	rft1, si:dkey-265k7.6; RFT1 homolog; K06316 oligosaccharide translocation protein RFT1
dre:103911262	uncharacterized LOC103911262
dre:101885030	uncharacterized LOC101885030
dre:560147	sfi1; SFI1 centrin binding protein; K16489 protein SFI1
dre:560290	patz1; POZ (BTB) and AT hook containing zinc finger 1
dre:560358	slc2a11a; solute carrier family 2 (facilitated glucose transporter), member 11a; K08148 MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 11
dre:560799	rab44, si:ch211-10e8.3, zC10E8.3; RAB44, member RAS oncogene family
dre:100001129	cadpsb; Ca2+-dependent activator protein for secretion b; K19933 calcium-dependent secretion activator
dre:100536148	uncharacterized LOC100536148
dre:561567	srgap3; SLIT-ROBO Rho GTPase activating protein 3; K07526 SLIT-ROBO Rho GTPase activating protein
dre:561988	si:dkeyp-111e5.4; K08414 G protein-coupled receptor 61
dre:449927	usp4, im:7139722, unpEL, wu:fa11d11; ubiquitin specific peptidase 4 (proto-oncogene); K11835 ubiquitin carboxyl-terminal hydrolase 4/11/15 [EC:3.4.19.12]
dre:100002448	mst1ra; macrophage stimulating 1 receptor a
dre:567243	camkva; CaM kinase-like vesicle-associated a; K08812 CaM kinase-like vesicle-associated [EC:2.7.11.-]
dre:101886337	uncharacterized LOC101886337
dre:101886378	uncharacterized LOC101886378
dre:103911263	ensconsin-like
dre:103911264	uncharacterized LOC103911264
dre:103911265	MAP7 domain-containing protein 1-like
dre:103911266	ensconsin-like
dre:101886735	uncharacterized LOC101886735
dre:567058	RNA-binding protein 6
dre:100330352	tumor necrosis factor receptor superfamily member 9-like
dre:100534787	si:dkey-178o16.4; K04228 arginine vasopressin receptor 2
dre:100333566	frmd4ba, si:dkey-178o16.1; FERM domain containing 4Ba
dre:100003999	eevs, si:ch211-170n20.3; 2-epi-5-epi-valiolone synthase
dre:101882277	uncharacterized LOC101882277
dre:101882452	uncharacterized LOC101882452
dre:558479	herc2, fd13h10, wu:fd13h10; HECT and RLD domain containing E3 ubiquitin protein ligase 2; K10595 E3 ubiquitin-protein ligase HERC2 [EC:2.3.2.26]
dre:103911267	uncharacterized LOC103911267
dre:101882029	uncharacterized LOC101882029
dre:556251	contactin-3-like; K06761 contactin 3
dre:100535132	neural cell adhesion molecule L1-like protein
dre:101885182	contactin-4-like
dre:103911268	putative SCAN domain-containing protein SCAND2P
dre:100318566	chl1b, si:ch73-250f23.1; cell adhesion molecule L1-like b
dre:101883325	contactin-4-like
dre:569348	h6pd, si:dkey-148l2.3; hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase); K13937 hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31]
dre:569183	ca16b, wu:fb17c03; carbonic anhydrase XVI b
dre:556106	fam3d; family with sequence similarity 3, member D
dre:555793	fam107a; family with sequence similarity 107, member A
dre:103911270	uncharacterized LOC103911270
dre:555945	camk1a, si:dkey-172f5.1; calcium/calmodulin-dependent protein kinase Ia; K08794 calcium/calmodulin-dependent protein kinase I [EC:2.7.11.17]
dre:555864	rdh20, si:dkey-7k24.6; retinol dehydrogenase 20
dre:555284	kcnb1; potassium voltage-gated channel, Shab-related subfamily, member 1; K04885 potassium voltage-gated channel Shab-related subfamily B member 1
dre:796009	si:dkey-7k24.5
dre:100332241	tespa1; thymocyte expressed, positive selection associated 1
dre:100331898	igfn1.2, si:zfos-489f5.1; immunoglobulin-like and fibronectin type III domain containing 1, tandem duplicate 2
