mmu:106740	no KO assigned | (RefSeq) uncharacterized LOC106740
mmu:15516	K04079 molecular chaperone HtpG | (RefSeq) Hsp90ab1, 90kDa, AL022974, C81438, Hsp84, Hsp84-1, Hsp90, Hspcb; heat shock protein 90 alpha (cytosolic), class B member 1
mmu:239036	no KO assigned | (RefSeq) 4930596D02Rik; RIKEN cDNA 4930596D02 gene
mmu:16513	K05003 potassium inwardly-rectifying channel subfamily J member 10 | (RefSeq) Kcnj10, BIR10, BIRK-1, Kir1.2, Kir4.1; potassium inwardly-rectifying channel, subfamily J, member 10
mmu:72082	K07413 cytochrome P450 family 2 subfamily C [EC:1.14.14.1] | (RefSeq) Cyp2c55, 2010318C06Rik; cytochrome P450, family 2, subfamily c, polypeptide 55
mmu:99586	K00207 dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2] | (RefSeq) Dpyd, AI315208, DPD, E330028L06Rik; dihydropyrimidine dehydrogenase
mmu:195522	no KO assigned | (RefSeq) Zfp691, 6430544H17Rik, Znf691; zinc finger protein 691
mmu:66241	no KO assigned | (RefSeq) Tmem9, 1500015G18Rik, AW545782; transmembrane protein 9
mmu:66314	no KO assigned | (RefSeq) Tpd52l2, 2810411G23Rik, AU016537, C86069, D54; tumor protein D52-like 2
mmu:15490	K13373 17beta-estradiol 17-dehydrogenase / 3beta-hydroxysteroid 3-dehydrogenase [EC:1.1.1.62 1.1.1.270] | (RefSeq) Hsd17b7, AI266814, ERG27; hydroxysteroid (17-beta) dehydrogenase 7
mmu:226442	no KO assigned | (RefSeq) Zfp281, Znf281; zinc finger protein 281
mmu:68724	K07955 ADP-ribosylation factor-like protein 8 | (RefSeq) Arl8a, 1110033P22Rik, Arl10b, gie2; ADP-ribosylation factor-like 8A
mmu:30954	no KO assigned | (RefSeq) Siva1, CD27bp, Siva; SIVA1, apoptosis-inducing factor
mmu:15182	K06067 histone deacetylase 1/2 [EC:3.5.1.98] | (RefSeq) Hdac2, D10Wsu179e, YAF1, Yy1bp, mRPD3; histone deacetylase 2
mmu:74156	K01067 acetyl-CoA hydrolase [EC:3.1.2.1] | (RefSeq) Acot12, 1300004O04Rik, 4930449F15Rik, AV027244, Cach, mCACH-1; acyl-CoA thioesterase 12
mmu:71027	no KO assigned | (RefSeq) Tmem30c, 4933401B01Rik, 4933409A18Rik, Cdc50c; transmembrane protein 30C
mmu:71566	K06789 adipocyte-specific adhesion molecule | (RefSeq) Clmp, 9030425E11Rik, ACAM, ASP5, AW557819; CXADR-like membrane protein
mmu:434423	no KO assigned | (RefSeq) Dppa5a, AA536857, Dppa5, Esg1, ecat2; developmental pluripotency associated 5A
mmu:66979	K03506 DNA polymerase epsilon subunit 4 [EC:2.7.7.7] | (RefSeq) Pole4, 2400007P05Rik, 5830430F06Rik; polymerase (DNA-directed), epsilon 4 (p12 subunit)
mmu:16825	K15617 LIM domain-binding protein 1 | (RefSeq) Ldb1, CLIM2, NLI; LIM domain binding 1
mmu:67968	no KO assigned | (RefSeq) Ooep, 2410146L05Rik, Floped, Moep19, Sddr; oocyte expressed protein
mmu:245867	no KO assigned | (RefSeq) Pcmtd2, 5330414D10Rik, AI314201; protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2
mmu:57444	K12579 interferon-stimulated gene 20 kDa protein [EC:3.1.13.1] | (RefSeq) Isg20, 1600023I01Rik, 2010107M23Rik, 20kDa, DnaQL, HEM45; interferon-stimulated protein
mmu:16911	no KO assigned | (RefSeq) Lmo4, A730077C12Rik, Crp3, Etohi4; LIM domain only 4
mmu:244058	K06847 RGM domain family | (RefSeq) Rgma, BC059072, C230063O06; repulsive guidance molecule family member A
mmu:56695	no KO assigned | (RefSeq) Pnkd, 2210013N15Rik, 2810403H05Rik, AI854243, Brp17, MNCb-5687, MR-1, Tahccp2; paroxysmal nonkinesiogenic dyskinesia
mmu:20370	no KO assigned | (RefSeq) Sez6, BSRP-C, D11Bhm177e, sez-6; seizure related gene 6
mmu:13608	K05162 tumor necrosis factor receptor superfamily member EDAR | (RefSeq) Edar, ED1R, ED3, ED5, EDA-A1R, EDA3, dl; ectodysplasin-A receptor
mmu:93896	K04582 glucagon-like peptide 2 receptor | (RefSeq) Glp2r, 9530092J08Rik, GLP-2; glucagon-like peptide 2 receptor
mmu:21834	K08362 thyroid hormone receptor beta | (RefSeq) Thrb, Nr1a2, T3R[b], T3Rbeta, Thrb1, Thrb2, c-erbAbeta; thyroid hormone receptor beta
mmu:108077	K12599 antiviral helicase SKI2 [EC:3.6.4.-] | (RefSeq) Skiv2l, 4930534J06Rik, AW214248, Ddx13, SKI, Ski2w; superkiller viralicidic activity 2-like (S. cerevisiae)
mmu:55949	K03232 elongation factor 1-beta | (RefSeq) Eef1b2, 2810017J07Rik, Eef1b; eukaryotic translation elongation factor 1 beta 2
mmu:224903	no KO assigned | (RefSeq) Safb, 3110021E02Rik, 5330423C17Rik, AU018122, D18386, E130307D12, HAP, HET, SAF-B1, SAFB1; scaffold attachment factor B
mmu:330817	K00809 deoxyhypusine synthase [EC:2.5.1.46] | (RefSeq) Dhps, Dhs; deoxyhypusine synthase
mmu:231805	K15411 paired immunoglobulin-like type 2 receptor alpha | (RefSeq) Pilra, AV021745, FDF03; paired immunoglobin-like type 2 receptor alpha
mmu:11861	K07945 ADP-ribosylation factor-like protein 4 | (RefSeq) Arl4a, AI467555, Arl4; ADP-ribosylation factor-like 4A
mmu:12123	K02512 activator of apoptosis harakiri | (RefSeq) Hrk, AI838259, Bid3, DP5, harakiri; harakiri, BCL2 interacting protein (contains only BH3 domain)
mmu:29861	no KO assigned | (RefSeq) Dpf1, Neud4; D4, zinc and double PHD fingers family 1
mmu:12765	K05050 C-X-C chemokine receptor type 2 | (RefSeq) Cxcr2, CD128, CDw128, Cmkar2, Gpcr16, IL-8Rh, IL-8rb, IL8RA, Il8rb, mIL-8RH; chemokine (C-X-C motif) receptor 2
mmu:319848	K12300 MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 1/2/3/4 | (RefSeq) Slc17a4, 9130214H05Rik; solute carrier family 17 (sodium phosphate), member 4
mmu:209584	K15450 tRNA wybutosine-synthesizing protein 3 [EC:2.1.1.282] | (RefSeq) Tyw3, 5230400J09Rik; tRNA-yW synthesizing protein 3 homolog (S. cerevisiae)
mmu:13423	K01158 deoxyribonuclease II [EC:3.1.22.1] | (RefSeq) Dnase2a, Dnase2; deoxyribonuclease II alpha
mmu:106298	K15216 RNA polymerase I-specific transcription initiation factor RRN3 | (RefSeq) Rrn3, AL023001, E130302O19Rik, R75565, TIF-1A, Tif1a; RRN3 RNA polymerase I transcription factor homolog (yeast)
mmu:76073	K11489 polycomb group RING finger protein 5 | (RefSeq) Pcgf5, 0610009F02Rik, 1110054A01Rik, 5830406C17Rik, 5830443C21Rik, 9530023M17Rik, AI324127; polycomb group ring finger 5
mmu:66857	no KO assigned | (RefSeq) Plbd1, 1100001H23Rik; phospholipase B domain containing 1
mmu:68952	no KO assigned | (RefSeq) Fam57b, 1500016O10Rik, A330104J06Rik, AI413816, AW060769; family with sequence similarity 57, member B
mmu:13612	no KO assigned | (RefSeq) Edil3, Del-1, Del1; EGF-like repeats and discoidin I-like domains 3
mmu:207728	K18283 cGMP-dependent 3',5'-cyclic phosphodiesterase [EC:3.1.4.17] | (RefSeq) Pde2a, CGS-PDE, cGSPDE; phosphodiesterase 2A, cGMP-stimulated
mmu:13047	K09313 homeobox protein cut-like | (RefSeq) Cux1, CDP, Cutl1, Cux, Cux-1; cut-like homeobox 1
mmu:68385	no KO assigned | (RefSeq) Tlcd1; TLC domain containing 1
mmu:14539	K04251 long/medium wavelength-sensitive opsin | (RefSeq) Opn1mw, Gcp; opsin 1 (cone pigments), medium-wave-sensitive (color blindness, deutan)
mmu:232409	no KO assigned | (RefSeq) Clec2e, Clra, clr-a; C-type lectin domain family 2, member e
mmu:223770	K11349 bromodomain-containing protein 1 | (RefSeq) Brd1, 1110059H06Rik, AI316859, mKIAA4191; bromodomain containing 1
mmu:15166	K04955 hyperpolarization activated cyclic nucleotide-gated potassium channel 2 | (RefSeq) Hcn2, BCNG2, HAC1, trls; hyperpolarization-activated, cyclic nucleotide-gated K+ 2
mmu:15415	K09307 homeobox protein HoxA/B7 | (RefSeq) Hoxb7, AI325018, Hox-2.3; homeobox B7
mmu:12467	K09498 T-complex protein 1 subunit zeta | (RefSeq) Cct6b, CCT-zeta-2, CCTzeta-2, Cctz-2, TCP-1-zeta-2; chaperonin containing Tcp1, subunit 6b (zeta)
mmu:16211	K14293 importin subunit beta-1 | (RefSeq) Kpnb1, AA409963, IPOB, Impnb; karyopherin (importin) beta 1
mmu:104479	no KO assigned | (RefSeq) Ccdc117, 1110004K02Rik, 1700026O03Rik, AU018638, AU042822, AV173073, BC018601; coiled-coil domain containing 117
mmu:53414	K14797 essential nuclear protein 1 | (RefSeq) Bysl, Bys, Enp1; bystin-like
mmu:54188	K14404 cleavage and polyadenylation specificity factor subunit 4 | (RefSeq) Cpsf4, 30kDa, C79664; cleavage and polyadenylation specific factor 4
mmu:622127	no KO assigned | (RefSeq) Cyp3a57, EG622127; cytochrome P450, family 3, subfamily a, polypeptide 57
mmu:17842	no KO assigned | (RefSeq) Mup3, MUP15, MUPIII, Mup-3, Mup25; major urinary protein 3
mmu:20321	no KO assigned | (RefSeq) Frrs1, AI131732, Sdfr2; ferric-chelate reductase 1
mmu:108943	K15445 tRNA (guanine9-N1)-methyltransferase [EC:2.1.1.221] | (RefSeq) Trmt10a, 3110023L08Rik, AA794508, Rg9mtd2, Rnmtd2; tRNA methyltransferase 10A
mmu:105083	K06965 protein pelota | (RefSeq) Pelo, AA409897, AI852218; pelota homolog (Drosophila)
mmu:18599	K01481 protein-arginine deiminase [EC:3.5.3.15] | (RefSeq) Padi1, AV236283, Pdi1; peptidyl arginine deiminase, type I
mmu:64656	K17402 small subunit ribosomal protein S23 | (RefSeq) Mrps23, D11Bwg1153e, MRP-S23, Rpms23, S23mt; mitochondrial ribosomal protein S23
mmu:98170	K17599 transmembrane protein 132 | (RefSeq) Tmem132a, 6720481D13Rik, Hspa5bp1, Orai1, R74613; transmembrane protein 132A
mmu:14534	K06062 histone acetyltransferase [EC:2.3.1.48] | (RefSeq) Kat2a, 1110051E14Rik, AW212720, Gcn5, Gcn5l2, mmGCN5; K(lysine) acetyltransferase 2A
mmu:328783	no KO assigned | (RefSeq) Mslnl, 4732467B22; mesothelin-like
mmu:67337	K14406 cleavage stimulation factor subunit 1 | (RefSeq) Cstf1, 1700057K18Rik, AI788832; cleavage stimulation factor, 3' pre-RNA, subunit 1
mmu:107250	no KO assigned | (RefSeq) Kazald1, AI842353, Bono1, IGFBP-rP10; Kazal-type serine peptidase inhibitor domain 1
mmu:94352	K00280 lysyl oxidase-like protein 2/3/4 [EC:1.4.3.-] | (RefSeq) Loxl2, 1110004B06Rik, 4930526G11Rik, 9430067E15Rik; lysyl oxidase-like 2
mmu:23991	K17259 calcium and integrin-binding protein 1 | (RefSeq) Cib1, Cibkip, Kip, Prkdcip; calcium and integrin binding 1 (calmyrin)
mmu:16814	K09353 homeobox protein LBX | (RefSeq) Lbx1, Lbx1h; ladybird homeobox homolog 1 (Drosophila)
mmu:107368	no KO assigned | (RefSeq) Pdzd8, A630041P07Rik, AV329468, AW228944, Pdzk8; PDZ domain containing 8
mmu:72486	no KO assigned | (RefSeq) Rnf219, 2610206B13Rik, 2810449K13Rik, AI451544; ring finger protein 219
mmu:68867	K15699 RING finger protein 122 | (RefSeq) Rnf122, 1110063C11Rik; ring finger protein 122
mmu:67681	K02881 large subunit ribosomal protein L18 | (RefSeq) Mrpl18, 1010001C05Rik, C79879, HSPC071, MRP-L18; mitochondrial ribosomal protein L18
mmu:235582	K11529 glycerate 2-kinase [EC:2.7.1.165] | (RefSeq) Glyctk, 6230410P16Rik, C430006L12; glycerate kinase
mmu:12994	K17282 kappa-casein | (RefSeq) Csn3, AW208918, CSN10, Csnk; casein kappa
mmu:244495	K11581 shugoshin-like 2 | (RefSeq) Sgol2b, EG244495, Gm4975, Sgo2B; shugoshin like 2b (S. pombe)
mmu:12041	K00905 [3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase [EC:2.7.11.4] | (RefSeq) Bckdk, AI327402; branched chain ketoacid dehydrogenase kinase
mmu:20450	K06612 alpha-N-acetyl-neuraminate alpha-2,8-sialyltransferase (sialyltransferase 8B) [EC:2.4.99.-] | (RefSeq) St8sia2, AI323367, ST8SiaII, STX, Siat8b; ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2
mmu:20460	K16724 SCL-interrupting locus protein | (RefSeq) Stil, Sil; Scl/Tal1 interrupting locus
mmu:384763	K09228 KRAB domain-containing zinc finger protein | (RefSeq) Zfp667, A830025F02Rik, Mip1, ZNF667; zinc finger protein 667
mmu:84035	no KO assigned | (RefSeq) Kremen1, AV002070, Kremen, Krm1; kringle containing transmembrane protein 1
mmu:27275	no KO assigned | (RefSeq) Nufip1, Nufip; nuclear fragile X mental retardation protein interacting protein 1
mmu:17112	no KO assigned | (RefSeq) Tm4sf1, L6, M3s1; transmembrane 4 superfamily member 1
mmu:13909	K15743 carboxylesterase 3/5 [EC:3.1.1.1] | (RefSeq) Ces3b, Ces31L, Ces3L, EG13909, ES31L, Es31, Gm4738; carboxylesterase 3B
mmu:54126	K13710 Rho guanine nucleotide exchange factor 7 | (RefSeq) Arhgef7, Cool, PIX, Pak3bp, betaPix, betaPix-b, betaPix-c, cool-1, mKIAA0142, p85Cool1, p85SPR; Rho guanine nucleotide exchange factor (GEF7)
mmu:636177	no KO assigned | (RefSeq) Rhox4f, Rhox4.6, Rhox4e, Rhox4h; reproductive homeobox 4F
mmu:50721	K11416 mono-ADP-ribosyltransferase sirtuin 6 [EC:2.4.2.31] | (RefSeq) Sirt6, 2810449N18Rik, AI043036, Sir2l6; sirtuin 6
mmu:664608	no KO assigned | (RefSeq) Rhox4g, Rhox4.6, Rhox4.7, Rhox4f; reproductive homeobox 4G
mmu:664610	no KO assigned | (RefSeq) Rhox4d, Rhox4.4, Rhox4c; reproductive homeobox 4D
mmu:170770	K10132 Bcl-2-binding component 3 | (RefSeq) Bbc3, PUMA, PUMA/JFY1; BCL2 binding component 3
mmu:14674	K04639 guanine nucleotide-binding protein subunit alpha-13 | (RefSeq) Gna13, AU024132, AU043124, Galpha13; guanine nucleotide binding protein, alpha 13
mmu:19015	K04504 peroxisome proliferator-activated receptor delta | (RefSeq) Ppard, NUC-1, NUC1, Nr1c2, PPAR-beta, PPAR-delta, PPAR[b], PPARdelta, Pparb, Pparb/d; peroxisome proliferator activator receptor delta
mmu:19417	K04349 Ras-specific guanine nucleotide-releasing factor 1 | (RefSeq) Rasgrf1, AI844718, CDC25, CDC25Mm, Gnrp, Grf1, Grfbeta, P190-A, Ras-GRF1, p190, p190RhoGEF; RAS protein-specific guanine nucleotide-releasing factor 1
mmu:216825	K11366 ubiquitin carboxyl-terminal hydrolase 22/27/51 [EC:3.4.19.12] | (RefSeq) Usp22, AI427806; ubiquitin specific peptidase 22
mmu:22630	K16197 14-3-3 protein beta/theta/zeta | (RefSeq) Ywhaq, 2700028P07Rik, AA409740, AU021156, R74690; tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide
mmu:75266	K17770 mitochondrial import receptor subunit TOM20 | (RefSeq) Tomm20l, 4930553D19Rik; translocase of outer mitochondrial membrane 20 homolog (yeast)-like
mmu:384997	K01446 peptidoglycan recognition protein | (RefSeq) Pglyrp4, Gm1478, Gm413; peptidoglycan recognition protein 4
mmu:106025	K20894 shank-associated RH domain-interacting protein | (RefSeq) Sharpin, 0610041B22Rik, AW121341, RBCKL1, SIPL1, cpdm; SHANK-associated RH domain interacting protein
mmu:19220	K04262 prostaglandin F receptor | (RefSeq) Ptgfr, AI957154, PGF, fp; prostaglandin F receptor
mmu:235330	no KO assigned | (RefSeq) Ttc12, E330017O07Rik; tetratricopeptide repeat domain 12
mmu:19088	K04739 cAMP-dependent protein kinase regulator | (RefSeq) Prkar2b, AI451071, AW061005, PKARIIbeta, Pkarb2, RII(beta); protein kinase, cAMP dependent regulatory, type II beta
mmu:57247	no KO assigned | (RefSeq) Zfp276, AW048709, D8Ertd370e, D8Ertd377e, Znf276; zinc finger protein (C2H2 type) 276
mmu:100041787	K05230 defensin, alpha | (RefSeq) Gm15292, OTTMUSG00000019784; predicted gene 15292
mmu:330812	no KO assigned | (RefSeq) Rnf150, A630007N06Rik, C030044C12Rik, Greul5, mKIAA1214; ring finger protein 150
mmu:57737	no KO assigned | (RefSeq) Rhox4b, 5430432L21Rik, Ehox, Rhox4.2, Rhox4a; reproductive homeobox 4B
mmu:628779	K09678 [heparan sulfate]-glucosamine 3-sulfotransferase 4 [EC:2.8.2.-] | (RefSeq) Hs3st4, EG628779, Gm6915; heparan sulfate (glucosamine) 3-O-sulfotransferase 4
mmu:75415	K20636 Rho GTPase-activating protein 12/27 | (RefSeq) Arhgap12, 2810011M08Rik; Rho GTPase activating protein 12
mmu:621580	K16598 C-C motif chemokine 27 | (RefSeq) Gm13308, OTTMUSG00000011355; predicted gene 13308
mmu:194856	no KO assigned | (RefSeq) Rhox4e, Rhox4, Rhox4.5, Rhox4d; reproductive homeobox 4E
mmu:216188	K00289 formyltetrahydrofolate dehydrogenase [EC:1.5.1.6] | (RefSeq) Aldh1l2, D330038I09Rik, mtFDH; aldehyde dehydrogenase 1 family, member L2
mmu:15183	K11404 histone deacetylase 3 [EC:3.5.1.98] | (RefSeq) Hdac3, AW537363; histone deacetylase 3
mmu:240216	no KO assigned | (RefSeq) E230025N22Rik, EG240216; Riken cDNA E230025N22 gene
mmu:19434	K09332 retina and anterior neural fold homeobox protein | (RefSeq) Rax, 7530406A22Rik, E130303K03Rik, Rx, ey-1, ey1; retina and anterior neural fold homeobox
mmu:433771	K17784 mitochondrial inner membrane organizing system protein 1 | (RefSeq) Minos1, 2310028O11Rik; mitochondrial inner membrane organizing system 1
mmu:66824	K12799 apoptosis-associated speck-like protein containing a CARD | (RefSeq) Pycard, 9130417A21Rik, Asc, CARD5, TMS-1, TNS1, masc; PYD and CARD domain containing
mmu:56872	no KO assigned | (RefSeq) Pate4, 9530004K16Rik, Pate-B, Svs7; prostate and testis expressed 4
mmu:98711	K11151 retinol dehydrogenase 10 [EC:1.1.1.-] | (RefSeq) Rdh10, 3110069K09Rik, 4921506A21Rik, AI875664, AW549993, D1Ertd762e, m366Asp; retinol dehydrogenase 10 (all-trans)
mmu:107513	K13249 translocon-associated protein subunit alpha | (RefSeq) Ssr1, 2510001K09Rik, 6330400D04, AI159733, AI452176, SSR, TRAPA; signal sequence receptor, alpha
mmu:99887	no KO assigned | (RefSeq) Tmem56, 4930577M16Rik, AU018104, AW109744, C730036B01Rik; transmembrane protein 56
mmu:67133	K19899 pancreatic secretory granule membrane major glycoprotein GP2 | (RefSeq) Gp2, 2310037I18Rik, AV060639; glycoprotein 2 (zymogen granule membrane)
mmu:20521	K08208 MFS transporter, OCT family, solute carrier family 22 (organic anion/cation transporter), member 12 | (RefSeq) Slc22a12, AI987855, OAT4L, Rst, Slc22al2, URAT1; solute carrier family 22 (organic anion/cation transporter), member 12
mmu:70356	K09560 suppressor of tumorigenicity protein 13 | (RefSeq) St13, 1110007I03Rik, 3110002K08Rik, AW555194, HIP, HOP, HSPABP, HSPABP1, PRO0786, SNC6, p48; suppression of tumorigenicity 13
mmu:20525	K07299 MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 1 | (RefSeq) Slc2a1, Glut-1, Glut1; solute carrier family 2 (facilitated glucose transporter), member 1
mmu:66832	no KO assigned | (RefSeq) Rsph3a, 1700012G05Rik, 4930524H12Rik, R74860, Rshl2, Rshl2a; radial spoke 3A homolog (Chlamydomonas)
mmu:382073	no KO assigned | (RefSeq) Ccdc84, D630044F24Rik, Gm1114; coiled-coil domain containing 84
mmu:114301	K16519 A-kinase anchor protein 2 | (RefSeq) Palmd, 4631423C22Rik, PALML; palmdelphin
mmu:107605	no KO assigned | (RefSeq) Rdh1; retinol dehydrogenase 1 (all trans)
mmu:226419	K18669 dual specificity tyrosine-phosphorylation-regulated kinase 2/3/4 [EC:2.7.12.1] | (RefSeq) Dyrk3, BC006704; dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3
mmu:67154	no KO assigned | (RefSeq) Mtdh, 2610103J23Rik, 3D3, 3D3/Lyric, AEG-1, AV353288, D8Bwg1112e, Lyric; metadherin
mmu:18131	K20995 Notch 3 | (RefSeq) Notch3, AW229011, N3, hpbk; notch 3
mmu:12977	K05453 macrophage colony-stimulating factor 1 | (RefSeq) Csf1, C87615, Csfm, MCSF, op; colony stimulating factor 1 (macrophage)
mmu:74338	K05334 solute carrier family 6 (neurotransmitter transporter) member 19 | (RefSeq) Slc6a19, 4632401C08Rik, B<0>AT1; solute carrier family 6 (neurotransmitter transporter), member 19
mmu:319582	no KO assigned | (RefSeq) 6430573F11Rik, Kiaa1456, TRM9L; RIKEN cDNA 6430573F11 gene
mmu:20536	K13856 solute carrier family 4 (anion exchanger), member 3 | (RefSeq) Slc4a3, A930038D23Rik, Ae3; solute carrier family 4 (anion exchanger), member 3
mmu:215789	no KO assigned | (RefSeq) Phactr2, AV158170, BC012871; phosphatase and actin regulator 2
mmu:246221	K01011 thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2] | (RefSeq) Mpst, Mst; mercaptopyruvate sulfurtransferase
mmu:20725	K13965 serpin B8 | (RefSeq) Serpinb8, CAP-2, CAP2, NK10, Spi8, ovalbumin; serine (or cysteine) peptidase inhibitor, clade B, member 8
mmu:12125	K16341 Bcl-2-like protein 11 | (RefSeq) Bcl2l11, 1500006F24Rik, Bim, Bod, bcl2-L-11; BCL2-like 11 (apoptosis facilitator)
mmu:60532	no KO assigned | (RefSeq) Wtap, 2810408K05Rik, 9430038B09Rik; Wilms tumour 1-associating protein
mmu:14688	K04536 guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 | (RefSeq) Gnb1, AA409223, C77571, Gnb-1; guanine nucleotide binding protein (G protein), beta 1
mmu:666348	K14480 apolipoprotein L | (RefSeq) Apol7e; apolipoprotein L 7e
mmu:15135	K13825 hemoglobin subunit epsilon | (RefSeq) Hbb-y, Ey, Hby; hemoglobin Y, beta-like embryonic chain
mmu:66988	K11142 cytosol aminopeptidase [EC:3.4.11.1 3.4.11.5] | (RefSeq) Lap3, 2410015L10Rik, AA410100, LAP-3, Lap, Lapep, Pep-7, Pep-S, Pep7, Peps; leucine aminopeptidase 3
mmu:67149	no KO assigned | (RefSeq) Nkain1, 2610200G18Rik, 2810426C15Rik; Na+/K+ transporting ATPase interacting 1
mmu:70784	K07854 Ras-like protein family member 12 | (RefSeq) Rasl12, 4631404I11Rik; RAS-like, family 12
mmu:100504491	no KO assigned | (RefSeq) Dcdc2b, Gm12964, Gm1366, OTTMUSG00000009523; doublecortin domain containing 2b
mmu:231999	K08051 pleckstrin homology domain containing family A member 8 | (RefSeq) Plekha8, 6330400G01, AA517676, BC052360, Fapp-2, Fapp2; pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8
mmu:12402	K04707 E3 ubiquitin-protein ligase CBL [EC:2.3.2.27] | (RefSeq) Cbl, 4732447J05Rik, Cbl-2, c-Cbl; Casitas B-lineage lymphoma
mmu:67157	no KO assigned | (RefSeq) 2610301B20Rik, AI428449; RIKEN cDNA 2610301B20 gene
mmu:67238	no KO assigned | (RefSeq) Fam220a, 1500026F15Rik, 2810453I06Rik, AW047776, Acpin1, Sipar; family with sequence similarity 220, member A
mmu:14632	K16797 zinc finger protein GLI1 | (RefSeq) Gli1, AV235269, Zfp-5, Zfp5; GLI-Kruppel family member GLI1
mmu:12983	K04738 cytokine receptor common subunit beta | (RefSeq) Csf2rb, AI848964, AIC2B, Bc, CDw131, Csf2rb1, Csfgmrb, Il3r, Il3rb, Il3rb1, Il5rb; colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)
mmu:77604	no KO assigned | (RefSeq) Rbm12b2, AV299215, C430048L16Rik, Rbm12bb; RNA binding motif protein 12 B2
